Date_Time,JP_Morgan,Aflac,American_International_Group,Caterpillar,3M,Exxon,American_Express,Nextera,Qualcomm,Broadcom,Cisco,Square,Apple,Facebook,Deutsche_Boerse,Nasdaq_Inc
2/11/2021,139.27,46.89,41.60,198.35,177.21,49.84,128.31,83.95,145.56,478.39,47.58,265.93,135.13,270.39,134.70,47.46
2/12/2021,141.25,46.92,41.40,197.99,178.70,50.52,129.62,83.13,147.98,486.32,47.29,272.75,135.37,270.50,135.25,47.33
2/16/2021,144.65,46.35,42.15,202.38,176.63,52.04,130.68,81.19,147.16,489.13,46.51,276.02,133.19,273.97,136.60,48.00
2/17/2021,145.10,47.04,43.27,202.30,176.65,52.85,128.56,80.68,144.75,482.48,46.25,270.94,130.84,273.57,137.05,48.23
2/18/2021,145.59,47.29,42.11,199.92,179.37,52.02,128.49,80.73,143.91,483.26,46.34,270.85,129.71,269.39,139.55,48.29
2/19/2021,148.02,48.08,42.58,209.91,176.54,52.37,131.71,78.10,144.94,489.96,45.68,276.57,129.87,261.56,136.60,48.14
2/22/2021,149.41,49.21,44.10,218.06,176.12,54.30,135.95,75.10,139.46,476.36,45.43,268.08,126.00,260.33,136.00,47.21
2/23/2021,150.61,49.26,44.37,220.18,176.17,55.05,136.94,74.71,137.12,471.90,45.51,256.59,125.86,265.86,136.70,46.78
2/24/2021,153.26,49.85,45.43,222.47,177.63,56.70,139.89,73.76,141.10,480.88,45.74,237.32,125.35,264.31,136.55,47.33
2/25/2021,151.18,48.65,43.95,221.82,178.76,55.76,137.08,74.06,135.53,457.16,45.52,227.11,120.99,254.69,136.25,46.77
2/26/2021,147.17,47.89,43.95,215.88,175.06,54.37,135.26,73.48,136.19,469.87,44.87,230.03,121.26,257.62,134.75,46.10
3/1/2021,150.50,48.72,45.31,219.76,176.41,56.40,138.71,75.91,139.49,489.58,45.92,241.00,127.79,264.91,135.05,47.29
3/2/2021,150.01,48.64,45.96,215.82,177.11,56.07,139.25,75.54,137.04,480.51,45.52,252.20,125.12,259.00,135.55,46.88
3/3/2021,152.91,48.94,47.01,214.91,178.06,56.52,142.59,72.52,131.66,463.06,45.13,234.20,122.06,255.41,136.00,45.57
3/4/2021,150.56,48.40,46.27,212.77,177.63,58.71,142.68,71.29,127.80,443.59,44.56,218.41,120.13,257.64,134.45,46.00
3/5/2021,150.91,49.95,46.97,220.16,180.80,60.93,147.33,70.70,129.75,450.14,46.25,216.44,121.42,264.28,133.35,48.23
3/8/2021,152.91,50.78,47.24,221.58,183.77,60.87,150.27,70.86,123.20,421.25,47.51,201.87,116.36,255.31,132.60,48.33
3/9/2021,151.83,50.20,46.62,216.80,181.18,59.93,145.10,74.02,129.11,443.60,47.89,225.09,121.09,265.74,131.75,48.88
3/10/2021,155.13,50.81,47.85,221.06,184.51,61.77,146.75,74.46,127.87,437.59,48.29,226.73,119.98,264.90,132.40,48.18
3/11/2021,154.32,51.01,48.01,219.76,184.57,61.31,147.75,74.86,131.74,453.69,48.80,241.72,121.96,273.88,136.80,48.03
3/12/2021,156.15,51.84,48.44,229.00,184.92,61.97,148.54,75.67,129.98,451.17,48.82,242.11,121.03,268.40,136.65,48.14
3/15/2021,155.37,52.14,48.34,230.74,189.48,60.39,146.99,75.52,131.64,470.77,49.41,251.23,123.99,273.75,139.30,48.66
3/16/2021,153.51,51.10,47.33,226.46,186.85,59.11,143.30,75.38,133.65,478.18,49.67,243.36,125.57,279.28,139.15,48.49
3/17/2021,155.09,51.67,47.67,233.63,188.30,59.37,144.68,72.96,133.92,483.59,49.42,246.47,124.76,284.01,140.35,48.01
3/18/2021,157.65,51.77,47.82,230.68,191.00,56.81,142.58,71.13,129.75,464.15,48.80,224.30,120.53,278.62,141.60,48.31
3/19/2021,155.14,51.16,46.83,225.29,188.71,56.49,140.71,70.84,131.02,474.46,48.98,224.84,119.99,290.11,138.60,48.58
3/22/2021,150.97,50.55,46.23,226.02,189.47,55.91,139.95,71.69,134.09,475.28,50.30,226.13,123.39,293.54,138.50,49.04
3/23/2021,149.46,49.50,44.98,218.25,188.33,55.22,136.08,74.02,132.52,464.06,50.01,223.20,122.54,290.63,136.65,49.19
3/24/2021,150.62,49.90,44.99,221.23,190.69,56.34,138.42,72.83,127.18,457.27,49.65,213.51,120.09,282.14,135.90,49.11
3/25/2021,152.55,51.14,46.50,224.25,193.10,56.18,142.28,73.45,127.28,461.70,50.51,208.47,120.59,278.74,137.40,48.86
3/26/2021,155.09,51.56,46.82,229.50,194.88,57.71,143.73,74.06,132.99,482.04,52.57,213.60,121.21,283.02,136.30,50.24
3/29/2021,152.68,51.34,46.58,230.22,195.74,57.40,142.37,74.80,131.27,472.62,52.52,207.18,121.39,290.82,137.95,50.28
3/30/2021,154.48,51.83,47.34,233.08,194.64,56.69,143.49,74.22,130.11,456.16,51.77,212.83,119.90,288.00,140.65,49.15
3/31/2021,152.23,51.18,46.21,231.87,192.68,55.83,141.44,75.61,132.59,463.66,51.71,227.05,122.15,294.53,140.30,49.15
4/1/2021,153.71,51.42,46.38,232.74,192.70,57.39,144.57,75.77,137.79,475.95,51.98,229.51,123.00,298.66,141.50,50.28
4/5/2021,153.62,51.45,46.75,233.71,194.97,56.50,146.06,76.78,140.33,488.48,52.41,229.95,125.90,308.91,141.70,50.70
4/6/2021,152.54,51.61,46.66,230.64,194.84,56.34,146.15,77.56,138.06,483.87,52.03,236.50,126.21,306.26,143.25,50.89
4/7/2021,154.93,51.72,47.08,230.41,194.95,56.59,147.13,77.41,139.43,482.46,51.77,245.12,127.90,313.09,143.95,50.26
4/8/2021,155.12,51.49,46.06,230.48,195.72,56.00,147.04,77.76,140.34,485.48,51.91,258.37,130.36,313.02,143.10,51.17
4/9/2021,156.28,51.64,46.60,230.75,198.00,55.87,147.78,77.94,140.57,485.09,52.09,261.65,133.00,312.46,145.55,52.03
4/12/2021,155.95,52.44,47.16,230.93,197.83,55.50,147.57,77.64,137.44,483.67,51.57,265.20,131.24,311.54,147.85,52.03
4/13/2021,154.09,52.29,46.69,229.35,196.47,55.71,145.99,79.04,137.30,484.96,51.66,273.23,134.43,309.76,147.50,52.64
4/14/2021,151.21,52.87,47.49,232.58,196.75,57.32,147.42,79.13,134.75,477.30,51.37,258.40,132.03,302.82,148.20,52.48
4/15/2021,152.17,52.83,46.66,232.52,197.48,56.98,148.53,80.18,137.84,480.00,51.64,263.08,134.50,307.82,148.45,53.35
4/16/2021,153.30,53.45,47.10,233.36,198.58,56.66,149.99,80.94,138.21,478.79,52.80,256.10,134.16,306.18,148.45,53.39
4/19/2021,152.65,53.56,46.73,232.39,198.59,56.48,148.54,79.79,135.25,462.00,52.85,245.33,134.84,302.24,147.60,52.88
4/20/2021,149.27,52.59,45.53,227.63,198.30,55.29,145.10,80.53,133.40,457.26,51.79,245.50,133.11,302.65,147.65,53.23
4/21/2021,150.54,53.50,46.76,232.46,200.88,56.00,147.18,77.97,136.19,459.79,51.93,245.25,133.50,301.47,147.35,53.11
4/22/2021,147.37,52.94,46.46,228.89,200.90,55.27,147.16,78.32,132.97,455.11,51.50,245.11,131.94,296.52,146.00,53.24
4/23/2021,150.19,53.37,47.34,230.11,202.20,55.57,144.33,78.24,135.43,466.13,51.91,246.43,134.32,301.13,146.65,54.16
4/26/2021,150.56,53.37,47.53,230.56,199.63,55.68,150.34,77.93,138.96,471.85,51.64,255.77,134.72,303.04,146.45,53.34
4/27/2021,151.25,53.53,48.44,230.34,194.45,56.41,150.36,77.28,138.01,466.35,51.37,253.79,134.39,303.57,144.80,53.60
4/28/2021,152.23,53.52,48.21,232.30,195.93,58.11,152.54,77.09,136.57,459.20,51.11,254.20,133.58,307.10,144.10,53.22
4/29/2021,155.19,54.22,48.94,227.47,199.05,58.94,154.63,77.22,142.68,466.29,51.46,247.76,133.48,329.51,141.45,53.96
4/30/2021,153.81,53.73,48.45,228.11,197.14,57.24,153.35,77.51,138.80,456.20,50.91,244.82,131.46,325.08,142.60,53.85
5/3/2021,153.36,54.52,49.05,228.17,198.61,58.82,154.80,76.70,137.43,450.14,51.17,243.68,132.54,322.58,143.30,54.16
5/4/2021,155.48,54.89,48.40,233.41,199.38,59.19,154.53,75.69,134.12,444.54,50.71,231.19,127.85,318.36,143.30,54.51
5/5/2021,157.52,55.38,48.87,237.88,201.44,60.97,156.39,73.78,134.65,443.83,51.13,231.87,128.10,315.02,139.70,54.52
5/6/2021,160.69,56.18,50.17,237.07,202.41,61.55,156.88,74.01,136.00,448.58,52.44,223.96,129.74,320.02,139.45,54.53
5/7/2021,161.24,56.11,51.19,240.99,203.07,62.43,158.98,74.53,137.85,452.58,53.43,233.35,130.21,319.08,138.50,54.85
5/10/2021,161.22,56.53,51.92,242.61,207.33,62.58,158.68,74.80,128.94,436.10,53.16,216.43,126.85,305.97,141.10,54.51
5/11/2021,158.54,55.22,50.38,239.30,203.72,60.59,154.43,74.07,128.37,440.07,52.83,220.65,125.91,306.53,141.35,53.24
5/12/2021,157.45,54.45,50.08,237.32,198.87,60.04,152.30,71.54,124.62,422.38,51.60,206.67,122.77,302.55,138.50,52.79
5/13/2021,161.50,55.50,50.85,240.07,203.41,59.30,154.08,72.63,127.11,430.60,52.49,197.13,124.97,305.26,137.70,53.63
5/14/2021,164.01,56.46,51.90,242.23,204.38,60.77,157.15,73.12,130.15,441.62,52.90,207.85,127.45,315.94,138.05,54.79
5/17/2021,164.67,56.42,51.57,244.79,205.11,62.19,156.86,71.90,129.80,439.94,52.94,202.92,126.27,315.46,140.10,54.58
5/18/2021,162.35,55.91,51.11,239.47,203.03,60.43,154.99,72.29,128.91,433.74,52.93,203.16,124.85,309.96,139.50,53.98
5/19/2021,161.11,55.76,50.67,236.87,202.60,58.98,154.73,72.66,130.66,441.72,52.47,200.11,124.69,313.59,139.55,53.65
5/20/2021,160.83,55.65,50.53,234.99,201.65,58.84,155.53,74.29,132.64,455.00,52.85,204.91,127.31,318.61,138.10,54.49
5/21/2021,162.66,55.99,51.31,237.24,201.86,58.92,156.87,74.44,131.46,451.24,52.43,200.01,125.43,316.23,138.35,54.62
5/24/2021,163.54,56.37,51.88,239.05,202.61,59.61,158.64,74.03,132.91,459.19,53.39,210.95,127.10,324.63,137.00,54.97
5/25/2021,161.85,55.76,50.80,237.17,201.71,58.26,158.01,73.37,133.75,459.54,53.31,216.20,126.90,327.79,137.15,54.77
5/26/2021,161.83,56.25,51.37,237.71,201.58,58.94,158.58,73.47,133.09,460.49,52.91,222.34,126.85,327.66,136.60,55.15
5/27/2021,164.35,56.82,52.71,241.28,203.24,58.56,159.74,73.00,133.64,467.68,52.92,220.90,125.28,332.75,133.60,55.33
5/28/2021,164.24,56.68,52.84,241.08,203.04,58.37,160.13,73.22,134.54,472.33,52.90,222.52,124.61,328.73,134.15,55.82
6/1/2021,166.05,57.21,53.55,242.76,203.20,60.46,163.76,72.12,133.94,468.31,52.62,221.95,124.28,329.13,133.70,54.82
6/2/2021,166.06,57.15,53.04,243.46,203.29,60.94,164.12,72.71,133.82,473.73,52.96,220.41,125.06,329.15,133.70,55.61
6/3/2021,166.17,57.25,53.54,243.84,203.67,61.18,164.52,72.37,131.78,464.80,53.33,211.43,123.54,326.04,133.50,56.02
6/4/2021,166.44,57.48,53.42,244.02,206.05,61.45,165.00,72.34,134.34,475.00,54.07,213.69,125.89,330.35,133.70,56.74
6/7/2021,165.66,57.39,53.07,239.76,203.73,61.05,165.92,72.47,133.32,463.78,53.92,216.95,125.90,336.58,134.85,56.30
6/8/2021,165.00,57.29,53.23,240.16,203.59,62.13,166.51,72.14,134.20,463.53,54.13,214.12,126.74,333.68,134.55,56.32
6/9/2021,162.94,56.59,52.16,234.65,202.74,62.65,164.09,72.45,132.89,463.93,54.02,210.21,127.13,330.25,135.10,56.37
6/10/2021,160.40,56.20,51.57,225.73,203.13,62.75,162.23,73.51,134.22,468.67,55.03,217.14,126.11,332.46,133.35,56.12
6/11/2021,160.29,56.25,52.02,220.70,202.81,62.17,164.51,73.49,134.62,470.70,54.77,219.34,127.35,331.26,133.55,57.65
6/14/2021,157.57,55.43,51.10,219.01,201.36,62.07,163.81,73.31,137.31,475.83,54.17,230.95,130.48,336.77,134.85,58.39
6/15/2021,155.18,55.40,51.53,219.46,200.61,64.33,166.27,73.43,135.58,470.74,53.79,227.75,129.64,336.75,137.50,58.76
6/16/2021,156.27,55.10,51.68,217.16,196.91,64.10,164.68,73.30,134.95,465.75,53.47,225.11,130.15,331.08,139.35,59.12
6/17/2021,151.76,53.46,48.77,209.45,195.14,61.99,162.13,74.58,135.35,471.17,53.13,236.13,131.79,336.51,140.20,59.93
6/18/2021,147.92,52.08,46.85,208.86,191.60,60.40,158.17,73.28,133.00,463.50,52.07,237.05,130.46,329.66,144.05,58.60
6/21/2021,150.43,53.07,47.75,213.21,195.21,62.59,164.90,74.33,133.96,464.61,53.18,233.89,132.30,332.29,144.95,59.59
6/22/2021,150.21,52.83,47.55,213.13,195.14,63.79,164.50,74.11,135.08,464.45,53.26,235.97,133.98,339.03,147.90,59.57
6/23/2021,151.12,52.69,47.73,213.79,192.36,64.26,166.02,73.35,135.52,466.66,52.76,238.70,133.70,340.59,148.30,59.32
6/24/2021,152.51,53.16,48.21,219.34,193.26,64.52,168.21,72.88,137.92,470.06,52.78,244.15,133.41,343.18,146.15,59.27
6/25/2021,154.05,54.22,49.02,216.31,194.75,64.66,169.45,73.86,137.65,462.20,53.06,239.94,133.11,341.37,147.90,59.36
6/28/2021,154.33,53.37,47.96,216.27,196.50,63.01,164.78,75.15,139.72,472.80,52.96,246.60,134.78,355.64,148.05,59.04
6/29/2021,154.14,53.55,47.40,215.10,196.03,62.62,164.25,74.08,142.62,477.15,52.91,248.87,136.33,351.89,148.00,58.95
6/30/2021,155.54,53.66,47.60,217.63,198.63,63.08,165.23,73.28,142.93,476.84,53.00,243.80,136.96,347.71,148.95,58.60
7/1/2021,157.08,54.00,48.27,216.71,199.09,63.26,166.94,74.19,140.80,469.64,53.44,241.85,137.27,354.39,147.20,58.68
7/2/2021,156.03,54.15,48.05,217.76,199.89,63.17,168.50,74.28,142.58,468.17,53.54,241.08,139.96,354.70,146.65,59.29
7/6/2021,153.41,53.27,46.61,213.52,196.89,61.37,169.56,75.13,141.19,473.28,52.98,246.70,142.02,352.78,147.80,58.79
7/7/2021,153.59,53.76,46.79,214.69,199.86,60.41,170.98,75.33,139.97,469.54,53.26,244.64,144.57,350.49,147.85,58.72
7/8/2021,150.94,52.33,44.86,212.11,198.27,60.14,167.50,75.13,138.29,470.50,53.26,235.90,143.24,345.65,147.40,58.03
7/9/2021,155.77,53.35,46.87,217.42,201.00,61.23,171.94,74.99,141.43,480.18,53.74,241.89,145.11,350.42,148.65,58.59
7/12/2021,158.00,53.67,47.44,218.58,199.98,61.17,173.60,75.09,142.47,485.75,53.23,243.35,144.50,353.16,145.00,59.88
7/13/2021,155.65,53.09,46.73,215.19,199.60,60.88,172.62,74.86,141.18,484.01,53.32,241.43,145.64,352.09,144.45,59.70
7/14/2021,155.12,53.28,46.41,211.64,202.83,59.53,172.52,75.70,143.75,481.59,54.09,239.00,149.15,347.63,146.50,59.36
7/15/2021,155.46,53.59,48.07,211.41,202.59,58.95,172.85,76.82,141.46,477.34,53.65,235.16,148.48,344.46,146.70,59.55
7/16/2021,151.91,53.12,46.90,207.95,199.37,57.32,170.01,77.92,139.71,468.07,53.70,237.52,146.39,341.16,145.05,59.52
7/19/2021,146.97,51.71,44.93,203.08,197.56,55.35,162.81,76.99,138.79,465.67,53.06,233.69,142.45,336.95,143.85,59.05
7/20/2021,149.71,52.98,47.23,207.96,200.82,55.96,168.87,77.17,139.55,468.59,53.58,246.47,146.15,341.66,143.60,60.30
7/21/2021,152.86,53.88,48.29,210.73,200.77,57.76,172.51,75.88,142.17,479.02,53.88,257.25,145.40,346.23,142.65,62.09
7/22/2021,150.93,53.10,47.56,209.16,199.07,57.11,170.90,76.12,142.44,476.33,54.54,260.59,146.80,351.19,142.60,61.78
7/23/2021,150.64,53.37,47.31,209.53,200.49,57.04,173.18,77.20,144.88,483.15,55.23,264.00,148.56,369.79,143.90,62.59
7/26/2021,151.65,53.70,47.71,211.03,201.67,58.48,172.61,76.91,143.50,482.24,55.47,261.99,148.99,372.46,145.95,62.19
7/27/2021,151.45,53.80,47.42,209.90,200.47,57.83,172.94,77.86,140.93,475.36,55.28,251.73,146.77,367.81,147.75,61.90
7/28/2021,151.70,53.79,46.95,211.44,198.28,58.22,170.02,77.85,142.44,477.65,54.77,258.61,144.98,373.28,144.95,61.84
7/29/2021,153.00,55.61,47.87,212.56,198.17,58.93,171.95,78.16,150.99,484.11,55.07,255.28,145.64,358.32,143.15,62.23
7/30/2021,151.78,55.00,47.35,206.75,197.94,57.57,170.53,77.90,149.80,485.40,55.37,247.26,145.86,356.30,140.10,62.24
8/2/2021,151.17,54.71,47.37,205.16,197.52,57.58,169.27,78.81,148.86,484.68,55.45,272.38,145.52,351.95,142.50,62.81
8/3/2021,152.89,55.60,47.74,208.50,201.03,58.20,169.04,79.42,147.95,486.79,56.25,269.49,147.36,351.24,140.75,62.89
8/4/2021,151.24,54.94,47.09,204.52,197.53,56.84,168.06,79.87,148.22,487.80,55.69,266.42,146.95,358.92,141.55,63.12
8/5/2021,153.15,55.57,48.66,207.19,197.80,57.20,169.63,80.49,146.83,487.67,55.76,281.81,147.06,362.97,140.05,62.89
8/6/2021,157.50,56.24,50.95,208.35,198.13,57.86,171.36,80.61,146.28,485.43,55.59,275.10,146.14,363.51,141.70,62.91
8/9/2021,157.33,56.11,51.85,208.89,197.43,57.20,170.78,80.56,146.92,484.68,55.47,279.73,146.09,361.61,142.35,62.89
8/10/2021,159.26,56.70,53.14,214.07,199.25,58.18,169.49,80.53,145.87,482.26,55.61,273.08,145.60,361.13,143.10,62.95
8/11/2021,161.16,56.95,54.08,221.66,201.57,58.35,170.67,82.37,146.68,483.55,55.86,271.09,145.86,359.96,144.50,63.11
8/12/2021,161.79,57.36,53.88,220.24,201.43,57.35,168.52,83.00,147.15,484.26,56.39,268.59,148.89,362.65,144.35,63.36
8/13/2021,159.98,57.26,54.61,218.57,200.58,56.77,166.08,83.45,148.64,486.16,56.47,267.88,149.10,363.18,145.95,63.66
8/16/2021,158.93,57.52,54.61,217.71,202.32,55.94,165.75,83.95,148.13,488.14,56.28,263.40,151.12,366.56,147.65,64.06
8/17/2021,157.01,57.11,54.01,213.44,199.55,55.56,164.65,83.96,144.41,478.69,56.01,260.88,150.19,358.45,147.30,63.33
8/18/2021,155.58,56.37,53.76,209.81,196.51,54.39,162.13,84.42,142.18,468.97,55.15,259.66,146.36,355.45,147.40,62.30
8/19/2021,154.28,55.92,52.96,204.45,195.36,52.73,159.03,84.55,140.61,473.53,57.27,257.35,146.70,355.12,148.85,62.67
8/20/2021,154.72,56.36,53.57,204.94,194.16,52.74,159.75,86.28,142.09,475.17,58.22,263.05,148.19,359.37,150.10,62.89
8/23/2021,156.70,56.71,54.16,209.14,194.68,54.91,160.45,84.40,144.14,482.45,58.54,270.44,149.71,363.35,150.35,63.51
8/24/2021,157.67,56.71,54.36,212.59,194.75,55.36,161.20,84.14,144.46,481.43,59.32,270.17,149.62,365.51,151.30,63.62
8/25/2021,160.92,57.11,54.93,214.76,194.34,55.46,166.18,84.53,143.87,483.41,59.35,267.57,148.36,368.39,150.85,63.88
8/26/2021,161.75,56.40,54.02,211.24,195.32,54.71,165.51,83.81,142.38,485.74,59.20,262.13,147.54,364.38,149.75,63.72
8/27/2021,163.05,57.09,55.01,212.83,195.05,55.77,168.65,83.41,144.85,495.94,59.02,268.01,148.60,372.63,148.50,64.49
8/30/2021,160.44,56.43,54.02,211.45,196.17,55.16,164.26,83.95,145.94,498.89,59.13,271.92,153.12,380.66,148.15,64.70
8/31/2021,159.95,56.68,54.56,210.87,194.74,54.52,165.96,83.99,146.69,497.21,59.02,268.07,151.83,379.38,148.80,65.26
9/1/2021,159.72,56.34,54.58,207.96,193.44,53.77,164.44,85.34,146.45,493.16,59.04,268.25,152.51,382.05,149.20,65.99
9/2/2021,160.46,55.99,55.23,211.78,194.89,55.08,162.05,86.48,145.12,491.90,59.53,265.94,153.65,375.28,146.10,65.97
9/3/2021,159.49,55.71,55.10,210.37,194.39,54.87,159.30,85.69,144.63,497.68,59.42,269.74,154.30,376.26,146.85,66.18
9/7/2021,159.21,55.25,54.67,208.23,185.58,54.55,159.72,85.03,143.75,496.59,58.88,265.83,156.69,382.18,145.80,65.49
9/8/2021,158.50,55.17,54.81,206.77,187.89,54.05,158.93,86.44,142.52,494.38,58.68,254.72,155.11,377.57,145.50,66.14
9/9/2021,159.19,55.14,54.69,205.42,185.75,54.09,159.39,85.84,141.58,493.49,58.60,251.54,154.07,378.00,145.70,65.98
9/10/2021,157.36,54.66,54.44,205.01,184.55,53.98,158.72,84.93,142.68,498.15,57.89,247.90,148.97,378.69,146.00,65.35
9/13/2021,159.86,55.23,55.12,206.20,185.23,55.37,161.45,84.58,143.41,498.96,58.10,246.68,149.55,376.51,144.85,64.77
9/14/2021,157.07,54.29,54.43,202.33,182.42,54.58,159.48,84.64,141.14,501.87,57.87,247.05,148.12,376.53,144.45,65.18
9/15/2021,158.16,54.66,54.45,205.73,184.19,56.42,161.34,84.61,138.24,509.74,57.56,248.80,149.03,373.92,143.00,65.28
9/16/2021,158.09,54.56,54.35,203.60,182.66,55.82,162.63,84.00,138.40,507.35,57.33,255.09,148.79,373.06,142.20,65.14
9/17/2021,157.68,53.99,53.81,199.75,181.49,55.16,163.92,81.64,133.60,506.00,56.85,255.79,146.06,364.72,142.10,64.30
9/20/2021,152.96,52.07,53.23,190.82,180.53,53.69,160.57,81.69,132.76,494.82,55.89,250.23,142.94,355.70,142.40,63.66
9/21/2021,152.98,51.35,52.96,189.84,178.42,53.64,163.27,81.92,131.75,490.99,55.26,251.30,143.43,357.48,142.75,63.97
9/22/2021,155.91,51.88,53.71,191.35,179.84,55.21,167.49,81.90,133.01,500.59,55.52,261.07,145.85,343.21,140.00,64.83
9/23/2021,161.18,52.39,54.52,196.62,181.53,57.08,173.36,81.27,133.91,504.30,56.69,266.72,146.83,345.96,139.40,65.19
9/24/2021,163.04,52.63,54.81,196.82,181.04,57.59,175.72,80.70,133.88,504.92,56.73,262.50,146.92,352.96,144.65,65.59
9/27/2021,166.98,53.40,57.03,200.00,181.79,59.30,176.77,78.76,133.48,504.85,56.22,258.11,145.37,353.58,143.75,65.26
9/28/2021,166.08,52.83,55.99,200.55,180.05,59.92,173.14,77.27,129.90,491.02,55.52,242.70,141.91,340.65,145.05,63.65
9/29/2021,165.95,52.74,55.84,197.87,180.88,59.88,171.54,78.35,129.28,489.48,55.48,236.04,142.83,339.61,143.85,64.66
9/30/2021,163.69,52.13,54.89,191.97,175.42,58.82,167.53,78.52,128.98,484.93,54.43,239.84,141.50,339.39,142.10,64.34
10/1/2021,167.13,52.94,55.48,194.33,176.68,60.93,173.94,79.21,128.71,487.35,55.14,239.29,142.65,343.01,139.70,64.58
10/4/2021,166.95,52.77,55.82,193.13,176.04,61.72,172.66,79.36,126.68,475.95,54.23,226.25,139.14,326.23,140.15,62.99
10/5/2021,168.66,53.43,57.45,192.50,177.88,61.62,174.76,79.48,127.53,485.42,54.69,235.98,141.11,332.96,140.50,65.09
10/6/2021,169.02,53.32,57.32,191.86,178.40,60.49,173.40,81.18,128.06,488.78,53.94,239.12,142.00,333.64,142.75,64.88
10/7/2021,170.09,54.16,57.20,195.75,177.80,60.66,174.29,80.92,127.84,493.92,55.02,249.16,143.29,329.22,142.75,65.97
10/8/2021,170.22,54.52,57.61,195.16,176.95,62.18,175.15,80.21,126.55,492.85,55.08,238.49,142.90,330.05,143.25,65.80
10/11/2021,166.64,54.48,57.89,192.89,176.28,61.56,173.46,77.83,124.94,492.34,54.93,232.33,142.81,325.45,142.35,65.89
10/12/2021,165.36,54.43,57.40,189.92,175.53,61.24,174.91,78.87,122.95,485.28,54.28,237.41,141.51,323.77,145.25,65.83
10/13/2021,161.00,53.96,56.21,188.94,177.17,61.07,168.72,80.19,125.04,485.01,54.62,242.73,140.91,324.54,146.70,65.81
10/14/2021,163.47,55.35,57.77,194.33,180.32,62.00,171.51,81.46,128.66,497.60,55.65,247.41,143.76,328.53,146.25,66.88
10/15/2021,166.61,55.55,58.28,199.02,181.94,62.59,175.81,81.67,130.20,503.25,55.25,249.00,144.84,324.76,147.50,67.67
10/18/2021,166.55,55.16,57.89,198.18,181.72,62.56,176.82,80.99,130.12,503.36,55.19,252.20,146.55,335.34,147.20,67.83
10/19/2021,168.57,55.79,58.64,201.14,182.31,63.50,177.31,82.03,132.50,510.39,55.74,254.41,148.76,339.99,145.70,69.62
10/20/2021,170.84,56.44,59.61,204.19,182.42,63.85,179.60,83.92,132.16,509.39,56.20,255.35,149.26,340.78,147.35,66.39
10/21/2021,169.50,56.12,59.26,202.14,182.12,62.69,177.47,83.81,133.05,514.15,55.69,265.08,149.48,341.88,147.35,66.29
10/22/2021,171.78,56.54,60.01,200.65,180.80,63.12,187.08,84.42,131.62,515.41,55.11,253.06,148.69,324.61,149.75,67.24
10/25/2021,170.94,56.98,59.64,202.21,182.40,64.35,182.31,84.29,131.93,522.07,55.14,262.00,148.64,328.69,146.00,67.17
10/26/2021,171.40,57.14,59.23,199.64,182.16,65.84,180.95,85.47,131.94,533.87,55.81,263.39,149.32,315.81,146.45,67.16
10/27/2021,167.83,56.00,58.55,196.13,178.24,64.13,178.03,85.01,131.20,523.11,56.18,253.02,148.85,312.22,145.80,67.46
10/28/2021,170.36,55.36,59.90,204.09,179.87,64.31,174.61,86.42,133.69,529.57,56.24,261.33,152.57,316.92,144.25,69.00
10/29/2021,169.89,53.67,59.09,204.01,178.68,64.47,173.78,85.33,133.04,531.67,55.97,254.50,149.80,323.57,145.05,69.96
11/1/2021,169.80,54.87,60.19,205.38,179.58,65.63,174.21,85.59,134.81,528.05,56.10,255.04,148.96,329.98,144.80,69.97
11/2/2021,170.47,55.12,59.98,207.12,181.97,64.82,173.17,85.42,135.23,537.07,57.62,249.01,150.02,328.08,144.20,70.41
11/3/2021,170.53,56.06,61.08,203.55,182.23,63.93,172.61,85.24,138.48,542.37,57.65,252.48,151.49,331.62,143.60,69.83
11/4/2021,168.29,55.70,60.39,203.59,180.61,64.41,172.53,84.76,156.11,548.62,57.12,247.46,150.96,335.85,145.05,70.76
11/5/2021,168.05,56.75,58.96,205.88,181.80,65.02,176.69,85.53,163.03,558.92,57.07,237.38,151.28,341.13,147.00,70.94
11/8/2021,169.06,56.75,59.16,214.25,181.54,65.72,180.05,84.59,165.85,558.95,57.00,236.77,150.44,338.62,147.05,70.56
11/9/2021,167.78,56.28,58.76,209.81,181.33,66.36,179.86,84.94,166.74,557.80,57.44,230.78,150.81,335.37,149.50,70.27
11/10/2021,167.62,56.02,58.86,206.67,182.42,64.19,181.39,85.20,159.80,548.77,57.77,227.21,147.92,327.64,148.45,69.13
11/11/2021,167.61,56.33,58.86,208.53,180.21,64.31,181.30,85.37,164.42,555.40,56.76,226.51,147.87,327.74,148.35,68.73
11/12/2021,166.86,57.01,58.21,209.27,183.66,63.82,181.89,86.31,164.94,563.22,56.82,227.30,149.99,340.89,149.45,69.47
11/15/2021,166.56,57.57,58.09,207.71,183.31,64.37,183.13,87.34,168.51,565.77,57.27,233.02,150.00,347.56,149.45,69.91
11/16/2021,165.36,57.26,57.19,205.43,183.37,65.02,180.92,86.98,181.81,568.77,57.00,238.47,151.00,342.96,148.00,70.66
11/17/2021,164.47,56.92,56.95,202.98,183.34,64.31,179.61,87.78,183.54,569.64,56.76,231.85,153.49,340.77,147.45,69.98
